radius_fraction,radius_cm,temperature_k,density_g_cm3,hydrogen_fraction,metal_fraction,opacity_cm2_g,luminosity_erg_s
8.6696788500e-02,6.0339041100e+09,1.3639162200e+07,9.7524504700e+01,5.0316060600e-01,2.0708477000e-02,1.4887066400e+00,1.3317412300e+33
8.7330118100e-02,6.0779824400e+09,1.3614859000e+07,9.7018836000e+01,5.0482166700e-01,2.0704736700e-02,1.4916680700e+00,1.3509958800e+33
8.7962533300e-02,6.1219971400e+09,1.3590544700e+07,9.6515521500e+01,5.0647608500e-01,2.0701000600e-02,1.4946418200e+00,1.3702506300e+33
8.8594144800e-02,6.1659559000e+09,1.3566216600e+07,9.6014488300e+01,5.0812401400e-01,2.0697268900e-02,1.4976283100e+00,1.3895054900e+33
8.9225061300e-02,6.2098662900e+09,1.3541872000e+07,9.5515665700e+01,5.0976560000e-01,2.0693538100e-02,1.5006278300e+00,1.4087604500e+33
8.9855385000e-02,6.2537354100e+09,1.3517508300e+07,9.5018988300e+01,5.1140096600e-01,2.0689801200e-02,1.5036405500e+00,1.4280155200e+33
9.0485213400e-02,6.2975700700e+09,1.3493123400e+07,9.4524394200e+01,5.1303023400e-01,2.0686040900e-02,1.5066662700e+00,1.4472706900e+33
9.1114646100e-02,6.3413772000e+09,1.3468714800e+07,9.4031825100e+01,5.1465353000e-01,2.0682230900e-02,1.5097045500e+00,1.4665259700e+33
9.1743781300e-02,6.3851636100e+09,1.3444279900e+07,9.3541220200e+01,5.1627097600e-01,2.0678337000e-02,1.5127546600e+00,1.4857813500e+33
9.2372715600e-02,6.4289360400e+09,1.3419816500e+07,9.3052517800e+01,5.1788269000e-01,2.0674350900e-02,1.5158166900e+00,1.5050368400e+33
9.3001545200e-02,6.4727011800e+09,1.3395322200e+07,9.2565657100e+01,5.1948879000e-01,2.0670334200e-02,1.5188930500e+00,1.5242924400e+33
9.3630365300e-02,6.5164656700e+09,1.3370794300e+07,9.2080578000e+01,5.2108939400e-01,2.0666412600e-02,1.5219883300e+00,1.5435481400e+33
9.4259269900e-02,6.5602360400e+09,1.3346230600e+07,9.1597222100e+01,5.2268461900e-01,2.0662667700e-02,1.5251056800e+00,1.5628039600e+33
9.4888352200e-02,6.6040187600e+09,1.3321628300e+07,9.1115532000e+01,5.2427458100e-01,2.0659032700e-02,1.5282433700e+00,1.5820598700e+33
9.5517705000e-02,6.6478203200e+09,1.3296985000e+07,9.0635450400e+01,5.2585939000e-01,2.0655364900e-02,1.5313971200e+00,1.6013159000e+33
9.6147421200e-02,6.6916471800e+09,1.3272298300e+07,9.0156920700e+01,5.2743915300e-01,2.0651628300e-02,1.5345661400e+00,1.6205720300e+33
9.6777593300e-02,6.7355057600e+09,1.3247565700e+07,8.9679887100e+01,5.2901397200e-01,2.0647902200e-02,1.5377535200e+00,1.6398282800e+33
9.7408312600e-02,6.7794024200e+09,1.3222784700e+07,8.9204295000e+01,5.3058394800e-01,2.0644208500e-02,1.5409604600e+00,1.6590846300e+33
9.8039669800e-02,6.8233434800e+09,1.3197952800e+07,8.8730090700e+01,5.3214918200e-01,2.0640502500e-02,1.5441859200e+00,1.6783410800e+33
9.8671756300e-02,6.8673352900e+09,1.3173067500e+07,8.8257220500e+01,5.3370976900e-01,2.0636785400e-02,1.5474304000e+00,1.6975976500e+33
9.9304663400e-02,6.9113842300e+09,1.3148126200e+07,8.7785631200e+01,5.3526580800e-01,2.0633071400e-02,1.5506948500e+00,1.7168543300e+33
9.9938483200e-02,6.9554966800e+09,1.3123126400e+07,8.7315269800e+01,5.3681739300e-01,2.0629356400e-02,1.5539796400e+00,1.7361111200e+33
1.0057330800e-01,6.9996790500e+09,1.3098065500e+07,8.6846083700e+01,5.3836461900e-01,2.0625636700e-02,1.5572851400e+00,1.7553680100e+33
1.0120922800e-01,7.0439377200e+09,1.3072940700e+07,8.6378021600e+01,5.3990757300e-01,2.0621910400e-02,1.5606117800e+00,1.7746250200e+33
1.0184633700e-01,7.0882790900e+09,1.3047749600e+07,8.5911032000e+01,5.4144634700e-01,2.0618185700e-02,1.5639603700e+00,1.7938821400e+33
1.0248472800e-01,7.1327096300e+09,1.3022489500e+07,8.5445063700e+01,5.4298102700e-01,2.0614452600e-02,1.5673310800e+00,1.8131393700e+33
1.0312449200e-01,7.1772358200e+09,1.2997157600e+07,8.4980065800e+01,5.4451170200e-01,2.0610717400e-02,1.5707246800e+00,1.8323967100e+33
1.0376572500e-01,7.2218642200e+09,1.2971751200e+07,8.4515987700e+01,5.4603845600e-01,2.0606976900e-02,1.5741416000e+00,1.8516541600e+33
1.0440852200e-01,7.2666014300e+09,1.2946267500e+07,8.4052778400e+01,5.4756137500e-01,2.0603231500e-02,1.5775824400e+00,1.8709117300e+33
1.0505297800e-01,7.3114541500e+09,1.2920703700e+07,8.3590387300e+01,5.4908054400e-01,2.0599480700e-02,1.5810477500e+00,1.8901694100e+33
1.0569919000e-01,7.3564291100e+09,1.2895056800e+07,8.3128764000e+01,5.5059604400e-01,2.0595724000e-02,1.5845381000e+00,1.9094272000e+33
1.0634725700e-01,7.4015331200e+09,1.2869324100e+07,8.2667858100e+01,5.5210795800e-01,2.0591961800e-02,1.5880541200e+00,1.9286851000e+33
1.0699727700e-01,7.4467730800e+09,1.2843502600e+07,8.2207619300e+01,5.5361636400e-01,2.0588193000e-02,1.5915963900e+00,1.9479431200e+33
1.0764935100e-01,7.4921559700e+09,1.2817589100e+07,8.1747997000e+01,5.5512134400e-01,2.0584417000e-02,1.5951655300e+00,1.9672012600e+33
1.0830358000e-01,7.5376888800e+09,1.2791580700e+07,8.1288940600e+01,5.5662297500e-01,2.0580633700e-02,1.5987622000e+00,1.9864595100e+33
1.0896006800e-01,7.5833789900e+09,1.2765474200e+07,8.0830399600e+01,5.5812133600e-01,2.0576843200e-02,1.6023870700e+00,2.0057178700e+33
1.0961892000e-01,7.6292336300e+09,1.2739266400e+07,8.0372323100e+01,5.5961650400e-01,2.0573044800e-02,1.6060408000e+00,2.0249763500e+33
1.1028024300e-01,7.6752602300e+09,1.2712954100e+07,7.9914659700e+01,5.6110855600e-01,2.0569236800e-02,1.6097240500e+00,2.0442349400e+33
1.1094414600e-01,7.7214663700e+09,1.2686533900e+07,7.9457357900e+01,5.6259756800e-01,2.0565416100e-02,1.6134374400e+00,2.0634936600e+33
1.1161073900e-01,7.7678597600e+09,1.2660002500e+07,7.9000366000e+01,5.6408361600e-01,2.0561576700e-02,1.6171815000e+00,2.0827524800e+33
1.1228013500e-01,7.8144482600e+09,1.2633356300e+07,7.8543632000e+01,5.6556677300e-01,2.0557705300e-02,1.6209565200e+00,2.1020114300e+33
1.1295245000e-01,7.8612398700e+09,1.2606591900e+07,7.8087103100e+01,5.6704711300e-01,2.0553778200e-02,1.6247624400e+00,2.1212704900e+33
1.1362780100e-01,7.9082428200e+09,1.2579705900e+07,7.7630726000e+01,5.6852469100e-01,2.0549780200e-02,1.6285685400e+00,2.1405296800e+33
1.1430630900e-01,7.9554654600e+09,1.2552695200e+07,7.7174445000e+01,5.6999953900e-01,2.0545704400e-02,1.6323502200e+00,2.1597889800e+33
1.1498809600e-01,8.0029163600e+09,1.2525556700e+07,7.6718203700e+01,5.7147172100e-01,2.0541579500e-02,1.6361636000e+00,2.1790484000e+33
1.1567328900e-01,8.0506042800e+09,1.2498286500e+07,7.6261946300e+01,5.7294132200e-01,2.0537495400e-02,1.6400128400e+00,2.1983079400e+33
1.1636201700e-01,8.0985381900e+09,1.2470880500e+07,7.5805616700e+01,5.7440842600e-01,2.0533532700e-02,1.6439018800e+00,2.2175676000e+33
1.1705441100e-01,8.1467272900e+09,1.2443334600e+07,7.5349158500e+01,5.7587311900e-01,2.0529677900e-02,1.6478312400e+00,2.2368273800e+33
1.1775060800e-01,8.1951810200e+09,1.2415644600e+07,7.4892514500e+01,5.7733548000e-01,2.0525833100e-02,1.6517983800e+00,2.2560872800e+33
1.1845074600e-01,8.2439091000e+09,1.2387806100e+07,7.4435631300e+01,5.7879558200e-01,2.0521928800e-02,1.6558018000e+00,2.2753473000e+33
1.1915497000e-01,8.2929214900e+09,1.2359814800e+07,7.3978451900e+01,5.8025349800e-01,2.0517986700e-02,1.6598433700e+00,2.2946074500e+33
1.1986342500e-01,8.3422284500e+09,1.2331666100e+07,7.3520916200e+01,5.8170930200e-01,2.0514046900e-02,1.6639256900e+00,2.3138677100e+33
1.2057626500e-01,8.3918405200e+09,1.2303355300e+07,7.3062963200e+01,5.8316306700e-01,2.0510103900e-02,1.6680497000e+00,2.3331281000e+33
1.2129364500e-01,8.4417685800e+09,1.2274877600e+07,7.2604530700e+01,5.8461486400e-01,2.0506140700e-02,1.6722159700e+00,2.3523886100e+33
1.2201572700e-01,8.4920238400e+09,1.2246228000e+07,7.2145555300e+01,5.8606476500e-01,2.0502158400e-02,1.6764257800e+00,2.3716492500e+33
1.2274267600e-01,8.5426178700e+09,1.2217401300e+07,7.1685972300e+01,5.8751284100e-01,2.0498164000e-02,1.6806806600e+00,2.3909100100e+33
1.2347466400e-01,8.5935626300e+09,1.2188392200e+07,7.1225715500e+01,5.8895916500e-01,2.0494155900e-02,1.6849818900e+00,2.4101708900e+33
1.2421186900e-01,8.6448704600e+09,1.2159195200e+07,7.0764717500e+01,5.9040380800e-01,2.0490127800e-02,1.6893306300e+00,2.4294318900e+33
1.2495447400e-01,8.6965541400e+09,1.2129804500e+07,7.0302909100e+01,5.9184684200e-01,2.0486082900e-02,1.6937284300e+00,2.4486930200e+33
1.2570267000e-01,8.7486268900e+09,1.2100214500e+07,6.9840219400e+01,5.9328833800e-01,2.0482022000e-02,1.6981768400e+00,2.4679542800e+33
1.2645665300e-01,8.8011024300e+09,1.2070418800e+07,6.9376575800e+01,5.9472837000e-01,2.0477940800e-02,1.7026772400e+00,2.4872156600e+33
1.2721662700e-01,8.8539949500e+09,1.2040411200e+07,6.8911903600e+01,5.9616701000e-01,2.0473841500e-02,1.7072313600e+00,2.5064771600e+33
1.2798280400e-01,8.9073192100e+09,1.2010185200e+07,6.8446126400e+01,5.9760433100e-01,2.0469721600e-02,1.7118408100e+00,2.5257387900e+33
1.2875540500e-01,8.9610905000e+09,1.1979734000e+07,6.7979167000e+01,5.9904040800e-01,2.0465580500e-02,1.7165073400e+00,2.5450005400e+33
1.2953465700e-01,9.0153247300e+09,1.1949050500e+07,6.7510949400e+01,6.0047531400e-01,2.0461418100e-02,1.7212328600e+00,2.5642624100e+33
1.3032079900e-01,9.0700384400e+09,1.1918127300e+07,6.7041389400e+01,6.0190912500e-01,2.0457233900e-02,1.7260192900e+00,2.5835244200e+33
1.3111407700e-01,9.1252488400e+09,1.1886956800e+07,6.6570401200e+01,6.0334191900e-01,2.0453026400e-02,1.7308685900e+00,2.6027865400e+33
1.3191474900e-01,9.1809738500e+09,1.1855531200e+07,6.6097895700e+01,6.0477377100e-01,2.0448795000e-02,1.7357828600e+00,2.6220487900e+33
1.3272308400e-01,9.2372321700e+09,1.1823842100e+07,6.5623780700e+01,6.0620475900e-01,2.0444539000e-02,1.7407642900e+00,2.6413111700e+33
1.3353936200e-01,9.2940432600e+09,1.1791881000e+07,6.5147961100e+01,6.0763496200e-01,2.0440256400e-02,1.7458151100e+00,2.6605736600e+33
1.3436387400e-01,9.3514274700e+09,1.1759638900e+07,6.4670338600e+01,6.0906445800e-01,2.0435945900e-02,1.7509377100e+00,2.6798362900e+33
1.3519692500e-01,9.4094060000e+09,1.1727106500e+07,6.4190811600e+01,6.1049332700e-01,2.0431608200e-02,1.7561346400e+00,2.6990990300e+33
1.3603883400e-01,9.4680010200e+09,1.1694274100e+07,6.3709275200e+01,6.1192164700e-01,2.0427242500e-02,1.7614085700e+00,2.7183619000e+33
1.3688993400e-01,9.5272356400e+09,1.1661131600e+07,6.3225621100e+01,6.1334949800e-01,2.0422846700e-02,1.7667622000e+00,2.7376248800e+33
1.3775057000e-01,9.5871340500e+09,1.1627668400e+07,6.2739737100e+01,6.1477695900e-01,2.0418419700e-02,1.7721984300e+00,2.7568879900e+33
1.3862110700e-01,9.6477214800e+09,1.1593873500e+07,6.2251507700e+01,6.1620410800e-01,2.0413960000e-02,1.7777203000e+00,2.7761512200e+33
1.3950192300e-01,9.7090243100e+09,1.1559735600e+07,6.1760813500e+01,6.1763102200e-01,2.0409466900e-02,1.7833310000e+00,2.7954145700e+33
1.4039341400e-01,9.7710701000e+09,1.1525242800e+07,6.1267531400e+01,6.1905777500e-01,2.0404938800e-02,1.7890338800e+00,2.8146780300e+33
1.4129599400e-01,9.8338876500e+09,1.1490382600e+07,6.0771534200e+01,6.2048444100e-01,2.0400374200e-02,1.7948324600e+00,2.8339416100e+33
1.4221009500e-01,9.8975070800e+09,1.1455142200e+07,6.0272691000e+01,6.2191108900e-01,2.0395770100e-02,1.8007303600e+00,2.8532053100e+33
1.4313617100e-01,9.9619599100e+09,1.1419508100e+07,5.9770866200e+01,6.2333778600e-01,2.0391121000e-02,1.8067313200e+00,2.8724691100e+33
1.4407469600e-01,1.0027279200e+10,1.1383466300e+07,5.9265919900e+01,6.2476459600e-01,2.0386418500e-02,1.8128391400e+00,2.8917330300e+33
1.4502616700e-01,1.0093499500e+10,1.1347002200e+07,5.8757707200e+01,6.2619158000e-01,2.0381646100e-02,1.8190575000e+00,2.9109970600e+33
1.4599110900e-01,1.0160657200e+10,1.1310100400e+07,5.8246077400e+01,6.2761879500e-01,2.0376777400e-02,1.8253898900e+00,2.9302611900e+33
1.4697007100e-01,1.0228790800e+10,1.1272745000e+07,5.7730873200e+01,6.2904629600e-01,2.0371787100e-02,1.8318400700e+00,2.9495254400e+33
1.4796363700e-01,1.0297940800e+10,1.1234919000e+07,5.7211930200e+01,6.3047413600e-01,2.0366675900e-02,1.8384132300e+00,2.9687897800e+33
1.4897242500e-01,1.0368150200e+10,1.1196604500e+07,5.6689075000e+01,6.3190237500e-01,2.0361501000e-02,1.8451173200e+00,2.9880542300e+33
1.4999709200e-01,1.0439464800e+10,1.1157782400e+07,5.6162124400e+01,6.3333108100e-01,2.0356361700e-02,1.8519626100e+00,3.0073187800e+33
1.5103834200e-01,1.0511933500e+10,1.1118432200e+07,5.5630890600e+01,6.3476033600e-01,2.0351309900e-02,1.8589579500e+00,3.0265834300e+33
1.5209692600e-01,1.0585608600e+10,1.1078532000e+07,5.5095168800e+01,6.3619023500e-01,2.0346289500e-02,1.8661079200e+00,3.0458481800e+33
1.5317365700e-01,1.0660546700e+10,1.1038058300e+07,5.4554734000e+01,6.3762088100e-01,2.0341207700e-02,1.8734158500e+00,3.0651130300e+33
1.5426941100e-01,1.0736808700e+10,1.0996985700e+07,5.4009342400e+01,6.3905239200e-01,2.0336038900e-02,1.8808886100e+00,3.0843779800e+33
1.5538513800e-01,1.0814460800e+10,1.0955286600e+07,5.3458735600e+01,6.4048490600e-01,2.0330815100e-02,1.8885363800e+00,3.1036430300e+33
1.5652187300e-01,1.0893575000e+10,1.0912931100e+07,5.2902629400e+01,6.4191858700e-01,2.0325548000e-02,1.8963692300e+00,3.1229081800e+33
1.5768074100e-01,1.0974229700e+10,1.0869886400e+07,5.2340708100e+01,6.4335362400e-01,2.0320209800e-02,1.9043962200e+00,3.1421734300e+33
1.5886297700e-01,1.1056510700e+10,1.0826116800e+07,5.1772626200e+01,6.4479023700e-01,2.0314775800e-02,1.9126275100e+00,3.1614387700e+33
1.6006992800e-01,1.1140511800e+10,1.0781583200e+07,5.1198005400e+01,6.4622867100e-01,2.0309261000e-02,1.9210761200e+00,3.1807042100e+33
1.6130307700e-01,1.1226336200e+10,1.0736242800e+07,5.0616431500e+01,6.4766920800e-01,2.0303682400e-02,1.9297564400e+00,3.1999697400e+33
1.6256404800e-01,1.1314097000e+10,1.0690048500e+07,5.0027451000e+01,6.4911216400e-01,2.0298020000e-02,1.9386825200e+00,3.2192353700e+33
1.6385462800e-01,1.1403918500e+10,1.0642948900e+07,4.9430568200e+01,6.5055788200e-01,2.0292248600e-02,1.9478696200e+00,3.2385010900e+33
1.6517678100e-01,1.1495937500e+10,1.0594887600e+07,4.8825241200e+01,6.5200674000e-01,2.0286393700e-02,1.9573371100e+00,3.2577668900e+33
1.6653267100e-01,1.1590304400e+10,1.0545802800e+07,4.8210878900e+01,6.5345914500e-01,2.0280435400e-02,1.9671041100e+00,3.2770327900e+33
1.6792467800e-01,1.1687185000e+10,1.0495626700e+07,4.7586836700e+01,6.5491553200e-01,2.0274364400e-02,1.9771923800e+00,3.2962987700e+33
1.6935543000e-01,1.1786762100e+10,1.0444285100e+07,4.6952412400e+01,6.5637636000e-01,2.0268183400e-02,1.9876266200e+00,3.3155648200e+33
1.7082782600e-01,1.1889237600e+10,1.0391696500e+07,4.6306840900e+01,6.5784211000e-01,2.0261876800e-02,1.9984334000e+00,3.3348309500e+33
1.7234507700e-01,1.1994834900e+10,1.0337771300e+07,4.5649287800e+01,6.5931328400e-01,2.0255440400e-02,2.0096428900e+00,3.3540971400e+33
1.7391074500e-01,1.2103802000e+10,1.0282411000e+07,4.4978841000e+01,6.6079040500e-01,2.0248862200e-02,2.0212884600e+00,3.3733634000e+33
1.7552879700e-01,1.2216414800e+10,1.0225506500e+07,4.4294501700e+01,6.6227401400e-01,2.0242132000e-02,2.0334076400e+00,3.3926297100e+33
1.7720366400e-01,1.2332981800e+10,1.0166937300e+07,4.3595172800e+01,6.6376467200e-01,2.0235238500e-02,2.0460427100e+00,3.4118960800e+33
1.7894032700e-01,1.2453849700e+10,1.0106568700e+07,4.2879642100e+01,6.6526296500e-01,2.0228166000e-02,2.0592413300e+00,3.4311624800e+33
1.8074441300e-01,1.2579410100e+10,1.0044250000e+07,4.2146561600e+01,6.6676952100e-01,2.0220891700e-02,2.0730575300e+00,3.4504289300e+33
1.8259682300e-01,1.2708333700e+10,9.9806816400e+06,4.1404585900e+01,6.6826489000e-01,2.0213427200e-02,2.0874542600e+00,3.4694391000e+33
1.8444158900e-01,1.2836725300e+10,9.9177968300e+06,4.0676396800e+01,6.6970372400e-01,2.0205952200e-02,2.1021295600e+00,3.4876148600e+33
1.8627890500e-01,1.2964598400e+10,9.8555835900e+06,3.9961667200e+01,6.7108814600e-01,2.0198489300e-02,2.1168604400e+00,3.5049892000e+33
1.8810896100e-01,1.3091966300e+10,9.7940332900e+06,3.9260071000e+01,6.7242004000e-01,2.0191057800e-02,2.1316477700e+00,3.5215942200e+33
1.8993194200e-01,1.3218841800e+10,9.7331372700e+06,3.8571294400e+01,6.7370126300e-01,2.0183736900e-02,2.1464959000e+00,3.5374610800e+33
1.9174802900e-01,1.3345237400e+10,9.6728867600e+06,3.7895035600e+01,6.7493365400e-01,2.0176637800e-02,2.1614113100e+00,3.5526199200e+33
1.9355739800e-01,1.3471165400e+10,9.6132729400e+06,3.7231004200e+01,6.7611901900e-01,2.0169752300e-02,2.1763942600e+00,3.5670999300e+33
1.9536022100e-01,1.3596637900e+10,9.5542872400e+06,3.6578920600e+01,6.7725910100e-01,2.0162821800e-02,2.1914308500e+00,3.5809292400e+33
1.9715666600e-01,1.3721666500e+10,9.4959211100e+06,3.5938515600e+01,6.7835559200e-01,2.0156162900e-02,2.2065394600e+00,3.5941350300e+33
1.9894690600e-01,1.3846263200e+10,9.4381659500e+06,3.5309205600e+01,6.7941006000e-01,2.0149759100e-02,2.2217113000e+00,3.6067434400e+33
2.0073110100e-01,1.3970439200e+10,9.3810133600e+06,3.4691424500e+01,6.8042409100e-01,2.0143253100e-02,2.2369451000e+00,3.6187797200e+33
2.0250940000e-01,1.4094204900e+10,9.3244550400e+06,3.4084570700e+01,6.8139930200e-01,2.0136824500e-02,2.2522423600e+00,3.6302682700e+33
2.0428195800e-01,1.4217571000e+10,9.2684827400e+06,3.3488411900e+01,6.8233717300e-01,2.0130489000e-02,2.2676048900e+00,3.6412325200e+33
2.0604892400e-01,1.4340547900e+10,9.2130883000e+06,3.2902724200e+01,6.8323912300e-01,2.0124234000e-02,2.2830329900e+00,3.6516950200e+33
2.0781044800e-01,1.4463146000e+10,9.1582636000e+06,3.2327291500e+01,6.8410651700e-01,2.0118062600e-02,2.2985279100e+00,3.6616775000e+33
2.0956667300e-01,1.4585375400e+10,9.1040006500e+06,3.1761904900e+01,6.8494067000e-01,2.0111978200e-02,2.3140910400e+00,3.6712008300e+33
2.1131774200e-01,1.4707246000e+10,9.0502915100e+06,3.1206368600e+01,6.8574285200e-01,2.0105973400e-02,2.3297233900e+00,3.6802851100e+33
2.1306379300e-01,1.4828767300e+10,8.9971283400e+06,3.0660502600e+01,6.8651429200e-01,2.0100040700e-02,2.3454263500e+00,3.6889496800e+33
2.1480496200e-01,1.4949948700e+10,8.9445033600e+06,3.0124122000e+01,6.8725618000e-01,2.0094181400e-02,2.3612016000e+00,3.6972131000e+33
2.1654137900e-01,1.5070799500e+10,8.8924089200e+06,2.9597040800e+01,6.8796966300e-01,2.0088388900e-02,2.3770501800e+00,3.7050932200e+33
2.1827317600e-01,1.5191328700e+10,8.8408374300e+06,2.9079076100e+01,6.8865583800e-01,2.0082664200e-02,2.3929735900e+00,3.7126072100e+33
2.2000047900e-01,1.5311545200e+10,8.7897814000e+06,2.8570050700e+01,6.8931575900e-01,2.0077006100e-02,2.4089732400e+00,3.7197715000e+33
2.2172341400e-01,1.5431457600e+10,8.7392334400e+06,2.8069793000e+01,6.8995043900e-01,2.0071413900e-02,2.4250506800e+00,3.7266019200e+33
2.2344210400e-01,1.5551074600e+10,8.6891862500e+06,2.7578136400e+01,6.9056084700e-01,2.0065888300e-02,2.4412075800e+00,3.7331136100e+33
2.2515666900e-01,1.5670404600e+10,8.6396326200e+06,2.7094919700e+01,6.9114791500e-01,2.0060428500e-02,2.4574456400e+00,3.7393211300e+33
2.2686722900e-01,1.5789455700e+10,8.5905654300e+06,2.6619985800e+01,6.9171253900e-01,2.0055021900e-02,2.4737657600e+00,3.7452384100e+33
2.2857389900e-01,1.5908236200e+10,8.5419776600e+06,2.6153182500e+01,6.9225557700e-01,2.0049694100e-02,2.4901715600e+00,3.7508788400e+33
2.3027679500e-01,1.6026754000e+10,8.4938622500e+06,2.5694361600e+01,6.9277786800e-01,2.0044614900e-02,2.5066769400e+00,3.7562552200e+33
2.3197603000e-01,1.6145017000e+10,8.4462122200e+06,2.5243379100e+01,6.9328021200e-01,2.0039599000e-02,2.5232713900e+00,3.7613798400e+33
2.3367171300e-01,1.6263032800e+10,8.3990210100e+06,2.4800094400e+01,6.9376335800e-01,2.0034376200e-02,2.5399376300e+00,3.7662644600e+33
2.3536395500e-01,1.6380809000e+10,8.3522821400e+06,2.4364370300e+01,6.9422802000e-01,2.0029187200e-02,2.5566943200e+00,3.7709203500e+33
2.3705286200e-01,1.6498353200e+10,8.3059890000e+06,2.3936073500e+01,6.9467490600e-01,2.0024187600e-02,2.5735549400e+00,3.7753583000e+33
2.3873853800e-01,1.6615672500e+10,8.2601348900e+06,2.3515076400e+01,6.9510470800e-01,2.0019405100e-02,2.5905243500e+00,3.7795886400e+33
2.4042108800e-01,1.6732774200e+10,8.2147132900e+06,2.3101265300e+01,6.9551809600e-01,2.0014757400e-02,2.6075999500e+00,3.7836212800e+33
2.4210061000e-01,1.6849665300e+10,8.1697178100e+06,2.2694516000e+01,6.9591571200e-01,2.0010162200e-02,2.6247782700e+00,3.7874656700e+33
2.4377720500e-01,1.6966352600e+10,8.1251422000e+06,2.2294705000e+01,6.9629816800e-01,2.0005661100e-02,2.6420649000e+00,3.7911308700e+33
2.4545097000e-01,1.7082842900e+10,8.0809810700e+06,2.1901710500e+01,6.9666599500e-01,2.0001177400e-02,2.6593658600e+00,3.7946255300e+33
2.4712199900e-01,1.7199142800e+10,8.0372275700e+06,2.1515416300e+01,6.9701978900e-01,1.9996716400e-02,2.6769628800e+00,3.7979579000e+33
2.4879038800e-01,1.7315258900e+10,7.9938749200e+06,2.1135708700e+01,6.9736013400e-01,1.9992356900e-02,2.6945903800e+00,3.8011358100e+33
2.5045622800e-01,1.7431197700e+10,7.9509179000e+06,2.0762475300e+01,6.9768749700e-01,1.9987993200e-02,2.7123296600e+00,3.8041666600e+33
2.5211961100e-01,1.7546965500e+10,7.9083463800e+06,2.0395612200e+01,6.9800267500e-01,1.9983525700e-02,2.7307396900e+00,3.8070573800e+33
2.5378062500e-01,1.7662568400e+10,7.8661494700e+06,2.0035019800e+01,6.9830642000e-01,1.9979000600e-02,2.7493955700e+00,3.8098143600e+33
2.5543935700e-01,1.7778012400e+10,7.8243206000e+06,1.9680595400e+01,6.9859907700e-01,1.9974511300e-02,2.7681883000e+00,3.8124434000e+33
2.5709589200e-01,1.7893303600e+10,7.7828541800e+06,1.9332237000e+01,6.9888093900e-01,1.9970056300e-02,2.7871189700e+00,3.8149496700e+33
2.5875031400e-01,1.8008447700e+10,7.7417447600e+06,1.8989843600e+01,6.9915232700e-01,1.9965632200e-02,2.8061886100e+00,3.8173376200e+33
2.6040270500e-01,1.8123450400e+10,7.7009870100e+06,1.8653315700e+01,6.9941358200e-01,1.9961235300e-02,2.8253981700e+00,3.8196109600e+33
2.6205314500e-01,1.8238317400e+10,7.6605757100e+06,1.8322555300e+01,6.9966506900e-01,1.9956873300e-02,2.8447495700e+00,3.8217726800e+33
2.6370171500e-01,1.8353054200e+10,7.6205057600e+06,1.7997465500e+01,6.9990717300e-01,1.9952557700e-02,2.8642450800e+00,3.8238250600e+33
2.6534849100e-01,1.8467666200e+10,7.5807721700e+06,1.7677952100e+01,7.0014030100e-01,1.9948292400e-02,2.8838872000e+00,3.8257697700e+33
2.6699355100e-01,1.8582158700e+10,7.5413700600e+06,1.7363931300e+01,7.0036487900e-01,1.9944069800e-02,2.9036770200e+00,3.8276080300e+33
